alerta_id,codigo,tipo_cliente,regra_id,regra,enquadramento,valor_envolvido,data,prioridade,evidencia
A004224,T-50007,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",76220.63999999998,2026-08-06,72.9,"R$ 39.860 recebidos e R$ 36.361 enviados por Pix em 30 dias — 33,9× a renda mensal declarada de R$ 2.250."
A004226,T-09462,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",42605.59999999999,2026-08-07,47.9,"R$ 22.905 recebidos e R$ 19.700 enviados por Pix em 30 dias — 8,9× a renda mensal declarada de R$ 4.770."
A004227,T-09462,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",42605.59999999999,2026-08-07,47.9,"R$ 42.606 movimentados em 30 dias, contra média mensal de R$ 1.456 nos 3 meses anteriores (29× a média, com piso de R$ 200)."
A004229,T-07786,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",20661.620000000003,2026-08-07,45.0,"R$ 20.014 recebidos e R$ 648 enviados por Pix em 30 dias — 6,1× a renda mensal declarada de R$ 3.410."
A004230,T-07786,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",20661.620000000003,2026-08-07,45.0,"R$ 20.662 movimentados em 30 dias, contra média mensal de R$ 1.696 nos 3 meses anteriores (12× a média, com piso de R$ 200)."
A004231,T-87410,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",49759.52999999999,2026-08-07,48.5,"R$ 30.610 recebidos e R$ 19.150 enviados por Pix em 30 dias — 15,5× a renda mensal declarada de R$ 3.210."
A004232,T-87410,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",49759.52999999999,2026-08-07,48.5,"R$ 49.760 movimentados em 30 dias, contra média mensal de R$ 1.283 nos 3 meses anteriores (39× a média, com piso de R$ 200)."
A004233,T-56822,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",30728.300000000003,2026-08-07,37.8,"R$ 25.563 recebidos e R$ 5.165 enviados por Pix em 30 dias — 3,2× a renda mensal declarada de R$ 9.660."
A004234,T-34658,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",22955.239999999998,2026-08-07,45.4,"R$ 22.301 recebidos e R$ 655 enviados por Pix em 30 dias — 5,7× a renda mensal declarada de R$ 4.030."
A004235,T-34658,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",22955.239999999998,2026-08-07,45.4,"R$ 22.955 movimentados em 30 dias, contra média mensal de R$ 1.242 nos 3 meses anteriores (18× a média, com piso de R$ 200)."
A004236,T-83903,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",74752.25999999998,2026-08-07,50.1,"R$ 40.733 recebidos e R$ 34.019 enviados por Pix em 30 dias — 8,6× a renda mensal declarada de R$ 8.670."
A004237,T-83903,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",74752.25999999998,2026-08-07,50.1,"R$ 74.752 movimentados em 30 dias, contra média mensal de R$ 1.349 nos 3 meses anteriores (55× a média, com piso de R$ 200)."
A004238,T-46358,Titular (PF),R03,R03 · Transferências logo abaixo do limite,"IV, b",14131.22,2026-08-07,65.5,"3 Pix enviados entre R$ 4.500 e R$ 5.000 em 7 dias, somando R$ 14.131 — o limite por transação é R$ 5.000."
A004239,T-71421,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",49094.61,2026-08-07,48.5,"R$ 29.399 recebidos e R$ 19.696 enviados por Pix em 30 dias — 10,2× a renda mensal declarada de R$ 4.790."
A004240,T-71421,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",49094.61,2026-08-07,48.5,"R$ 49.095 movimentados em 30 dias, contra média mensal de R$ 1.944 nos 3 meses anteriores (25× a média, com piso de R$ 200)."
A004242,L-72149,Estabelecimento (PJ),R05,R05 · Recebimento incompatível com o estabelecimento,"IV, w",23052.224842708034,2026-08-08,42.6,"R$ 23.052 recebidos no POS em 7 dias, 3,1× a receita semanal esperada (R$ 7.499); 15% vieram de cartões de uma mesma empresa cliente."
A004244,T-39034,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",71624.51999999997,2026-08-08,65.0,"R$ 36.715 recebidos e R$ 34.910 enviados por Pix em 30 dias — 3,2× a renda mensal declarada de R$ 22.470."
A004245,T-39034,Titular (PF),R09,R09 · PEP com movimentação relevante,"IV, s",71624.51999999997,2026-08-08,65.0,"Titular PEP movimentou R$ 71.625 em 30 dias (R$ 36.715 recebidos, R$ 34.910 enviados); renda mensal declarada de R$ 22.470."
A004246,T-54554,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",66261.4,2026-08-08,49.7,"R$ 42.659 recebidos e R$ 23.602 enviados por Pix em 30 dias — 13,8× a renda mensal declarada de R$ 4.790."
A004247,T-54554,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",66261.4,2026-08-08,49.7,"R$ 66.261 movimentados em 30 dias, contra média mensal de R$ 799 nos 3 meses anteriores (83× a média, com piso de R$ 200)."
A004248,T-85689,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",21131.039999999994,2026-08-08,45.1,"R$ 21.131 recebidos e R$ 0 enviados por Pix em 30 dias — 4,9× a renda mensal declarada de R$ 4.320."
A004249,T-85689,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",21131.039999999994,2026-08-08,45.1,"R$ 21.131 movimentados em 30 dias, contra média mensal de R$ 1.230 nos 3 meses anteriores (17× a média, com piso de R$ 200)."
A004250,T-82361,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",11742.649999999994,2026-08-08,29.9,"R$ 11.631 recebidos e R$ 112 enviados por Pix em 30 dias — 3,4× a renda mensal declarada de R$ 3.470."
A004251,T-20834,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",65185.38,2026-08-08,49.6,"R$ 33.952 recebidos e R$ 31.234 enviados por Pix em 30 dias — 8,0× a renda mensal declarada de R$ 8.130."
A004252,T-20834,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",65185.38,2026-08-08,49.6,"R$ 65.185 movimentados em 30 dias, contra média mensal de R$ 4.805 nos 3 meses anteriores (14× a média, com piso de R$ 200)."
A004253,T-10288,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",31114.350000000002,2026-08-08,46.6,"R$ 20.463 recebidos e R$ 10.652 enviados por Pix em 30 dias — 7,5× a renda mensal declarada de R$ 4.170."
A004254,T-10288,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",31114.350000000002,2026-08-08,46.6,"R$ 31.114 movimentados em 30 dias, contra média mensal de R$ 1.481 nos 3 meses anteriores (21× a média, com piso de R$ 200)."
A004255,T-12712,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",10802.27,2026-08-08,52.4,"R$ 9.289 recebidos e R$ 1.513 enviados por Pix em 30 dias — 3,3× a renda mensal declarada de R$ 3.300."
A004256,T-12712,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",10802.27,2026-08-08,52.4,"R$ 10.802 movimentados em 30 dias, contra média mensal de R$ 347 nos 3 meses anteriores (31× a média, com piso de R$ 200)."
A004257,T-81746,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",23014.05,2026-08-08,49.4,"R$ 22.628 recebidos e R$ 387 enviados por Pix em 30 dias — 6,8× a renda mensal declarada de R$ 3.390."
A004258,T-81746,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",23014.05,2026-08-08,49.4,"R$ 23.014 movimentados em 30 dias, contra média mensal de R$ 1.840 nos 3 meses anteriores (13× a média, com piso de R$ 200)."
A004260,T-51244,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",91924.91,2026-08-08,73.6,"R$ 47.442 recebidos e R$ 44.483 enviados por Pix em 30 dias — 44,8× a renda mensal declarada de R$ 2.050."
A004262,T-11132,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",20471.54,2026-08-08,27.1,"R$ 20.472 movimentados em 30 dias, contra média mensal de R$ 42 nos 3 meses anteriores (102× a média, com piso de R$ 200)."
A004263,T-01957,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",62079.619999999995,2026-08-09,49.4,"R$ 35.227 recebidos e R$ 26.852 enviados por Pix em 30 dias — 7,7× a renda mensal declarada de R$ 8.050."
A004264,T-01957,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",62079.619999999995,2026-08-09,49.4,"R$ 62.080 movimentados em 30 dias, contra média mensal de R$ 2.433 nos 3 meses anteriores (26× a média, com piso de R$ 200)."
A004265,T-23354,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",13004.199999999983,2026-08-09,44.3,"R$ 454 recebidos e R$ 12.550 enviados por Pix em 30 dias — 5,4× a renda mensal declarada de R$ 2.390."
A004266,T-97230,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",42330.69,2026-08-09,56.9,"R$ 41.936 recebidos e R$ 395 enviados por Pix em 30 dias — 15,0× a renda mensal declarada de R$ 2.820."
A004267,T-97230,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",42330.69,2026-08-09,56.9,"R$ 42.331 movimentados em 30 dias, contra média mensal de R$ 878 nos 3 meses anteriores (48× a média, com piso de R$ 200)."
A004268,T-33244,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",59251.100000000006,2026-08-09,71.8,"R$ 30.814 recebidos e R$ 28.437 enviados por Pix em 30 dias — 29,0× a renda mensal declarada de R$ 2.040."
A004269,L-78041,Estabelecimento (PJ),R05,R05 · Recebimento incompatível com o estabelecimento,"IV, w",20835.865012838796,2026-08-10,42.2,"R$ 20.836 recebidos no POS em 7 dias, 3,5× a receita semanal esperada (R$ 5.966); 14% vieram de cartões de uma mesma empresa cliente."
A004270,T-68057,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",14061.129999999997,2026-08-10,30.6,"R$ 13.007 recebidos e R$ 1.054 enviados por Pix em 30 dias — 6,5× a renda mensal declarada de R$ 2.170."
A004271,T-46317,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",15620.02,2026-08-10,35.1,"R$ 14.977 recebidos e R$ 643 enviados por Pix em 30 dias — 3,1× a renda mensal declarada de R$ 4.980."
A004272,T-59343,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",31977.099999999995,2026-08-10,46.7,"R$ 30.316 recebidos e R$ 1.661 enviados por Pix em 30 dias — 10,5× a renda mensal declarada de R$ 3.040."
A004273,T-59343,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",31977.099999999995,2026-08-10,46.7,"R$ 31.977 movimentados em 30 dias, contra média mensal de R$ 1.695 nos 3 meses anteriores (19× a média, com piso de R$ 200)."
A004275,T-47777,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",73834.08999999998,2026-08-10,72.8,"R$ 38.629 recebidos e R$ 35.205 enviados por Pix em 30 dias — 45,3× a renda mensal declarada de R$ 1.630."
A004276,T-29844,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",28343.729999999996,2026-08-11,46.2,"R$ 15.319 recebidos e R$ 13.024 enviados por Pix em 30 dias — 5,1× a renda mensal declarada de R$ 5.610."
A004277,T-29844,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",28343.729999999996,2026-08-11,46.2,"R$ 28.344 movimentados em 30 dias, contra média mensal de R$ 1.490 nos 3 meses anteriores (19× a média, com piso de R$ 200)."
A004279,T-74703,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",31995.940000000002,2026-08-11,46.7,"R$ 15.769 recebidos e R$ 16.227 enviados por Pix em 30 dias — 8,7× a renda mensal declarada de R$ 3.680."
A004280,T-74703,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",31995.940000000002,2026-08-11,46.7,"R$ 31.996 movimentados em 30 dias, contra média mensal de R$ 1.440 nos 3 meses anteriores (22× a média, com piso de R$ 200)."
A004281,T-69527,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",33394.14,2026-08-11,46.9,"R$ 31.952 recebidos e R$ 1.442 enviados por Pix em 30 dias — 12,0× a renda mensal declarada de R$ 2.790."
A004282,T-69527,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",33394.14,2026-08-11,46.9,"R$ 33.394 movimentados em 30 dias, contra média mensal de R$ 730 nos 3 meses anteriores (46× a média, com piso de R$ 200)."
A004283,T-15383,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",49268.189999999995,2026-08-11,48.5,"R$ 31.646 recebidos e R$ 17.622 enviados por Pix em 30 dias — 7,5× a renda mensal declarada de R$ 6.600."
A004284,T-15383,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",49268.189999999995,2026-08-11,48.5,"R$ 49.268 movimentados em 30 dias, contra média mensal de R$ 2.377 nos 3 meses anteriores (21× a média, com piso de R$ 200)."
A004285,T-13003,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",74686.65999999997,2026-08-11,50.1,"R$ 39.938 recebidos e R$ 34.749 enviados por Pix em 30 dias — 28,0× a renda mensal declarada de R$ 2.670."
A004286,T-13003,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",74686.65999999997,2026-08-11,50.1,"R$ 74.687 movimentados em 30 dias, contra média mensal de R$ 589 nos 3 meses anteriores (127× a média, com piso de R$ 200)."
A004287,T-78951,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",22576.1,2026-08-11,27.5,"R$ 22.576 movimentados em 30 dias, contra média mensal de R$ 2.188 nos 3 meses anteriores (10× a média, com piso de R$ 200)."
A004288,L-84539,Estabelecimento (PJ),R05,R05 · Recebimento incompatível com o estabelecimento,"IV, w",60184.82177627343,2026-08-12,46.5,"R$ 60.185 recebidos no POS em 7 dias, 3,1× a receita semanal esperada (R$ 19.546); 13% vieram de cartões de uma mesma empresa cliente."
A004289,T-97800,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",34701.0,2026-08-12,51.1,"R$ 31.700 recebidos e R$ 3.001 enviados por Pix em 30 dias — 6,6× a renda mensal declarada de R$ 5.280."
A004290,T-97800,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",34701.0,2026-08-12,51.1,"R$ 34.701 movimentados em 30 dias, contra média mensal de R$ 1.569 nos 3 meses anteriores (22× a média, com piso de R$ 200)."
A004291,T-74519,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",44690.169999999984,2026-08-12,52.1,"R$ 44.161 recebidos e R$ 529 enviados por Pix em 30 dias — 6,5× a renda mensal declarada de R$ 6.890."
A004292,T-74519,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",44690.169999999984,2026-08-12,52.1,"R$ 44.690 movimentados em 30 dias, contra média mensal de R$ 2.333 nos 3 meses anteriores (19× a média, com piso de R$ 200)."
A004293,T-58423,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",24088.379999999997,2026-08-12,55.6,"R$ 24.013 recebidos e R$ 76 enviados por Pix em 30 dias — 10,3× a renda mensal declarada de R$ 2.330."
A004294,T-58423,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",24088.379999999997,2026-08-12,55.6,"R$ 24.088 movimentados em 30 dias, contra média mensal de R$ 466 nos 3 meses anteriores (52× a média, com piso de R$ 200)."
A004295,T-82719,Titular (PF),R02,R02 · Muitas origens e saída rápida,"IV, n",3822.2400000000002,2026-08-12,40.4,45 pagadores distintos mandaram R$ 3.822 em 7 dias; R$ 3.638 (95% do recebido) saiu da conta na mesma janela.
A004296,T-92684,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",49652.909999999996,2026-08-12,52.5,"R$ 25.698 recebidos e R$ 23.955 enviados por Pix em 30 dias — 31,8× a renda mensal declarada de R$ 1.560."
A004297,T-92684,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",49652.909999999996,2026-08-12,52.5,"R$ 49.653 movimentados em 30 dias, contra média mensal de R$ 487 nos 3 meses anteriores (102× a média, com piso de R$ 200)."
A004298,T-05723,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",24912.110000000008,2026-08-12,45.7,"R$ 18.549 recebidos e R$ 6.363 enviados por Pix em 30 dias — 7,2× a renda mensal declarada de R$ 3.450."
A004299,T-05723,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",24912.110000000008,2026-08-12,45.7,"R$ 24.912 movimentados em 30 dias, contra média mensal de R$ 1.329 nos 3 meses anteriores (19× a média, com piso de R$ 200)."
A004300,T-02387,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",21327.910000000003,2026-08-12,45.1,"R$ 18.776 recebidos e R$ 2.552 enviados por Pix em 30 dias — 6,8× a renda mensal declarada de R$ 3.130."
A004301,T-02387,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",21327.910000000003,2026-08-12,45.1,"R$ 21.328 movimentados em 30 dias, contra média mensal de R$ 760 nos 3 meses anteriores (28× a média, com piso de R$ 200)."
A004302,T-42481,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",30762.02,2026-08-12,37.8,"R$ 15.540 recebidos e R$ 15.222 enviados por Pix em 30 dias — 4,0× a renda mensal declarada de R$ 7.780."
A004303,T-42899,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",32466.680000000004,2026-08-12,46.8,"R$ 32.279 recebidos e R$ 188 enviados por Pix em 30 dias — 5,5× a renda mensal declarada de R$ 5.860."
A004304,T-42899,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",32466.680000000004,2026-08-12,46.8,"R$ 32.467 movimentados em 30 dias, contra média mensal de R$ 3.111 nos 3 meses anteriores (10× a média, com piso de R$ 200)."
A004305,T-96537,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",54562.15,2026-08-12,48.9,"R$ 27.951 recebidos e R$ 26.611 enviados por Pix em 30 dias — 10,9× a renda mensal declarada de R$ 5.020."
A004306,T-96537,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",54562.15,2026-08-12,48.9,"R$ 54.562 movimentados em 30 dias, contra média mensal de R$ 1.393 nos 3 meses anteriores (39× a média, com piso de R$ 200)."
A004307,T-56619,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",32120.280000000002,2026-08-12,46.7,"R$ 31.834 recebidos e R$ 286 enviados por Pix em 30 dias — 9,2× a renda mensal declarada de R$ 3.480."
A004308,T-56619,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",32120.280000000002,2026-08-12,46.7,"R$ 32.120 movimentados em 30 dias, contra média mensal de R$ 0 nos 3 meses anteriores (161× a média, com piso de R$ 200)."
A004310,L-58795,Estabelecimento (PJ),R05,R05 · Recebimento incompatível com o estabelecimento,"IV, w",25716.173788321437,2026-08-13,47.1,"R$ 25.716 recebidos no POS em 7 dias, 3,1× a receita semanal esperada (R$ 8.361); 19% vieram de cartões de uma mesma empresa cliente."
A004311,L-67232,Estabelecimento (PJ),R05,R05 · Recebimento incompatível com o estabelecimento,"IV, w",181064.14963429002,2026-08-13,54.9,"R$ 181.064 recebidos no POS em 7 dias, 3,2× a receita semanal esperada (R$ 56.566); 12% vieram de cartões de uma mesma empresa cliente."
A004313,T-10032,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",31026.33,2026-08-13,46.6,"R$ 30.087 recebidos e R$ 940 enviados por Pix em 30 dias — 9,5× a renda mensal declarada de R$ 3.270."
A004314,T-10032,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",31026.33,2026-08-13,46.6,"R$ 31.026 movimentados em 30 dias, contra média mensal de R$ 870 nos 3 meses anteriores (36× a média, com piso de R$ 200)."
A004315,T-40975,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",70990.57,2026-08-13,49.9,"R$ 38.984 recebidos e R$ 32.007 enviados por Pix em 30 dias — 13,9× a renda mensal declarada de R$ 5.110."
A004316,T-40975,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",70990.57,2026-08-13,49.9,"R$ 70.991 movimentados em 30 dias, contra média mensal de R$ 1.089 nos 3 meses anteriores (65× a média, com piso de R$ 200)."
A004318,T-53985,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",74098.71000000002,2026-08-13,72.6,"R$ 38.871 recebidos e R$ 35.227 enviados por Pix em 30 dias — 41,6× a renda mensal declarada de R$ 1.780."
A004319,L-54636,Estabelecimento (PJ),R05,R05 · Recebimento incompatível com o estabelecimento,"IV, w",90749.75245454418,2026-08-14,52.1,"R$ 90.750 recebidos no POS em 7 dias, 3,5× a receita semanal esperada (R$ 25.873); 16% vieram de cartões de uma mesma empresa cliente."
A004320,L-10325,Estabelecimento (PJ),R05,R05 · Recebimento incompatível com o estabelecimento,"IV, w",165639.2726494209,2026-08-14,50.6,"R$ 165.639 recebidos no POS em 7 dias, 3,3× a receita semanal esperada (R$ 50.425); 13% vieram de cartões de uma mesma empresa cliente."
A004321,T-06857,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",80539.88999999998,2026-08-14,75.4,"R$ 53.016 recebidos e R$ 27.524 enviados por Pix em 30 dias — 3,3× a renda mensal declarada de R$ 24.460."
A004322,T-06857,Titular (PF),R09,R09 · PEP com movimentação relevante,"IV, s",80539.88999999998,2026-08-14,75.4,"Titular PEP movimentou R$ 80.540 em 30 dias (R$ 53.016 recebidos, R$ 27.524 enviados); renda mensal declarada de R$ 24.460."
A004324,T-07274,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",37798.54999999999,2026-08-14,44.6,"R$ 19.223 recebidos e R$ 18.575 enviados por Pix em 30 dias — 6,7× a renda mensal declarada de R$ 5.600."
A004325,T-07026,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",16790.840000000004,2026-08-14,44.1,"R$ 14.287 recebidos e R$ 2.504 enviados por Pix em 30 dias — 4,8× a renda mensal declarada de R$ 3.480."
A004326,T-07026,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",16790.840000000004,2026-08-14,44.1,"R$ 16.791 movimentados em 30 dias, contra média mensal de R$ 587 nos 3 meses anteriores (29× a média, com piso de R$ 200)."
A004327,T-17758,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",35952.750000000015,2026-08-14,47.2,"R$ 35.553 recebidos e R$ 400 enviados por Pix em 30 dias — 11,2× a renda mensal declarada de R$ 3.210."
A004328,T-17758,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",35952.750000000015,2026-08-14,47.2,"R$ 35.953 movimentados em 30 dias, contra média mensal de R$ 1.772 nos 3 meses anteriores (20× a média, com piso de R$ 200)."
A004329,T-65824,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",78986.40000000001,2026-08-14,37.6,"R$ 44.145 recebidos e R$ 34.842 enviados por Pix em 30 dias — 17,1× a renda mensal declarada de R$ 4.630."
A004330,T-31337,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",13932.11,2026-08-14,43.4,"R$ 13.312 recebidos e R$ 620 enviados por Pix em 30 dias — 3,5× a renda mensal declarada de R$ 4.010."
A004331,T-31337,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",13932.11,2026-08-14,43.4,"R$ 13.932 movimentados em 30 dias, contra média mensal de R$ 1.269 nos 3 meses anteriores (11× a média, com piso de R$ 200)."
A004333,T-04899,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",62751.65999999998,2026-08-14,72.2,"R$ 32.383 recebidos e R$ 30.369 enviados por Pix em 30 dias — 29,2× a renda mensal declarada de R$ 2.150."
A004334,T-28150,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",18413.059999999998,2026-08-15,35.7,"R$ 10.249 recebidos e R$ 8.164 enviados por Pix em 30 dias — 4,1× a renda mensal declarada de R$ 4.490."
A004335,T-86037,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",42423.86,2026-08-15,47.9,"R$ 40.896 recebidos e R$ 1.528 enviados por Pix em 30 dias — 6,5× a renda mensal declarada de R$ 6.500."
A004336,T-86037,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",42423.86,2026-08-15,47.9,"R$ 42.424 movimentados em 30 dias, contra média mensal de R$ 65 nos 3 meses anteriores (212× a média, com piso de R$ 200)."
A004337,T-16081,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",39736.85,2026-08-15,51.6,"R$ 37.816 recebidos e R$ 1.921 enviados por Pix em 30 dias — 11,0× a renda mensal declarada de R$ 3.600."
A004338,T-16081,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",39736.85,2026-08-15,51.6,"R$ 39.737 movimentados em 30 dias, contra média mensal de R$ 1.229 nos 3 meses anteriores (32× a média, com piso de R$ 200)."
A004339,T-98381,Titular (PF),R09,R09 · PEP com movimentação relevante,"IV, s",10575.159999999982,2026-08-15,44.5,"Titular PEP movimentou R$ 10.575 em 30 dias (R$ 4.771 recebidos, R$ 5.804 enviados); renda mensal declarada de R$ 25.240."
A004340,T-38119,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",40643.23999999999,2026-08-15,47.7,"R$ 39.023 recebidos e R$ 1.620 enviados por Pix em 30 dias — 6,0× a renda mensal declarada de R$ 6.800."
A004341,T-38119,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",40643.23999999999,2026-08-15,47.7,"R$ 40.643 movimentados em 30 dias, contra média mensal de R$ 3.226 nos 3 meses anteriores (13× a média, com piso de R$ 200)."
A004342,T-39875,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",27700.5,2026-08-15,33.4,"R$ 700 recebidos e R$ 27.000 enviados por Pix em 30 dias — 3,1× a renda mensal declarada de R$ 9.030."
A004346,T-54995,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",52385.85999999999,2026-08-15,71.4,"R$ 27.199 recebidos e R$ 25.187 enviados por Pix em 30 dias — 23,7× a renda mensal declarada de R$ 2.210."
A004347,T-83333,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",68218.39,2026-08-15,62.4,"R$ 35.560 recebidos e R$ 32.659 enviados por Pix em 30 dias — 35,7× a renda mensal declarada de R$ 1.910."
A004348,T-83222,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",22966.19,2026-08-16,45.4,"R$ 21.129 recebidos e R$ 1.837 enviados por Pix em 30 dias — 7,6× a renda mensal declarada de R$ 3.020."
A004349,T-83222,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",22966.19,2026-08-16,45.4,"R$ 22.966 movimentados em 30 dias, contra média mensal de R$ 1.182 nos 3 meses anteriores (19× a média, com piso de R$ 200)."
A004350,T-35790,Titular (PF),R01,R01 · Movimentação incompatível com a renda,"IV, a",60201.26000000001,2026-08-16,49.3,"R$ 35.789 recebidos e R$ 24.412 enviados por Pix em 30 dias — 10,9× a renda mensal declarada de R$ 5.510."
A004351,T-35790,Titular (PF),R04,R04 · Conta pouco movimentada que acorda,"IV, e",60201.26000000001,2026-08-16,49.3,"R$ 60.201 movimentados em 30 dias, contra média mensal de R$ 864 nos 3 meses anteriores (70× a média, com piso de R$ 200)."
